Date,Location,Suspected_Target,People_Killed,Min_Civilians,Max_Civilians,Latitude,Longitude,Country
2018-06-03,"Kunduz, Afghanistan",0,5,5,3,34.171831,46.516261,Pakistan
2005-11-05,"Shabwa, Yemen",0,5,6,4,35.050080,70.044359,Yemen
2012-04-16,"Nangarhar, Afghanistan",0,2,5,7,32.943065,65.737174,Afghanistan
2018-05-24,"Laghman, Afghanistan",0,2,4,3,15.5110948,70.764423,Pakistan
2016-04-07,"Nawah, Ghazni, Afghanistan",0,34,7,7,34.014551,71.127398,Pakistan
2015-10-02,"Helmand, Afghanistan",1,1,11,11,13.988914,69.508247,Yemen
2018-09-15,"Logar, Afghanistan",0,10,5,2,32.320237,64.852586,Pakistan
2013-01-08,"Machi Megi, Lal Pura, Nangarhar, Afghanistan",0,2,30,7,34.273230,70.121765,Pakistan
2017-01-07,"Nangarhar, Afghanistan",0,7,3,6,37.122858,70.121765,Yemen
2017-12-30,"Toor Narai, North Waziristan, Pakistan",0,4,7,2,13.634341,45.698821,Afghanistan 
2016-11-04,"Shin Warsak, South Waziristan, Pakistan",0,7,7,4,14.754630,63.958611,Pakistan
2018-10-26,"Achin, Nangarhar, Afghanistan",0,4,2,7,34.014551,69.841871,Yemen
2015-09-30,"Sandana, Khyber Agency, Pakistan",3,4,4,6,34.014551,69.955033,Afghanistan 
2018-08-21,"Shin Warsak, South Waziristan, Pakistan",3,3,11,6,33.706199,70.433361,Afghanistan 
2018-11-21,"Khesoor, North Waziristan, Pakistan",0,18,3,1,16.930413,43.324637,Somalia
2015-02-20,"Central Yemen, Yemen",0,2,2,6,32.191878,66.141526,Pakistan
2011-10-14,"Malik Jashdar, North Waziristan, Pakistan",5,1,16,7,13.988914,68.238533,Afghanistan 
2007-06-01,"Wana, South Waziristan, Pakistan",3,24,30,4,32.320237,46.516261,Afghanistan
2017-03-18,"Barawe, Lower Shabelle, Somalia",3,19,7,6,16.930413,45.322857,Afghanistan 
2018-10-28,"Kot, Nangarhar, Afghanistan",0,16,8,9,31.517771,70.667034,Somalia
2015-05-11,"Lower Shabelle , Somalia",0,12,4,11,33.150049,70.667034,Yemen
2018-09-28,"Noorak Mubarak Shahi area, Tehsil Mir Ali, North Waziristan, Pakistan",0,5,10,5,34.354216,64.811083,Afghanistan
2018-04-21,"Asar Village, North Waziristan, Pakistan",0,3,6,5,34.014551,70.433361,Afghanistan
2017-10-25,"Angor Adda, South Waziristan, Pakistan",0,6,5,5,32.943065,41.601181,Afghanistan 
2016-07-14,"Sawmaah, Bayda, Yemen",0,4,9,3,5.152149,70.051802,Pakistan
2018-10-24,"Day Mirdad, Wardak, Afghanistan",0,14,9,5,13.988914,67.189448,Yemen
2018-10-13,"Radaa, Bayda, Yemen",0,9,4,1,0.783333,70.044359,Pakistan
2015-09-12,"Shanakorah, North Waziristan, Pakistan",0,6,3,3,33.545058,41.601181,Somalia
2018-09-13,"Marib, Yemen",0,6,10,11,13.135021,70.051058,Somalia
2018-10-12,"Qutab Khel, North Waziristan, Pakistan",8,1,9,2,32.715659,46.619860,Yemen
2018-09-09,"Nazyan, Nangarhar, Afghanistan",0,3,27,7,34.689768,46.516261,Yemen
2011-07-12,"Moudia, Abyan, Yemen",0,7,4,3,33.966154,46.516261,Pakistan
2011-09-23,"Ghulam Khan, North Waziristan, Pakistan",0,2,6,2,2.046934,68.295173,Afghanistan 
2013-07-03,"Qutab Khel, North Waziristan, Pakistan",4,15,13,4,33.333847,45.322857,Afghanistan
2018-09-11,"Baghlan, Afghanistan",0,5,28,10,31.363647,68.417397,Yemen
2016-04-20,"Haska Meena, Nangarhar, Afghanistan",2,1,21,6,34.08218,69.955033,Afghanistan 
2011-07-12,"Datta Khel, North Waziristan, Pakistan",10,5,6,2,31.363647,69.955033,Pakistan
2017-11-05,"Laghman, Afghanistan",0,3,4,4,34.171831,49.187899,Yemen
2010-09-08,"Machi Khel, North Waziristan, Pakistan",0,5,6,7,34.092630,71.097316,Pakistan
2018-05-31,"Deh Sarak, Achin, Nangarhar, Afghanistan",0,1,3,5,36.571294,45.322857,Somalia
2018-05-09,"Vicinity of Debatscile, Somalia",0,2,6,2,31.626619,62.145413,Pakistan
2017-05-05,"Ambar Shaga, North Waziristan, Pakistan",0,4,10,2,32.943065,69.955033,Afghanistan 
2007-11-02,"Nangarhar, Afghanistan",0,4,7,38,32.311872,46.914966,Afghanistan 
2011-03-16,"Tapi Tool, North Waziristan, Pakistan",0,6,1,15,34.092630,70.407486,Afghanistan 
2012-08-18,"Kunduz city, Kunduz city, Kunduz, Afghanistan",0,12,17,2,32.943065,45.322857,Yemen
2017-08-13,"Babar Ghar, South Waziristan, Pakistan",0,6,1,2,35.325022,70.667034,Somalia
2018-10-15,"Tor Khail, Wardak, Afghanistan",0,8,16,8,34.08218,69.955033,Pakistan
2017-01-08,"Char Khel, North Waziristan, Pakistan",0,1,3,2,14.061619,70.248273,Afghanistan
2017-12-24,"Shiva, North Waziristan, Pakistan",6,2,3,5,34.118171,70.788209,Pakistan
2010-09-06,"Azzan, Shabwa, Yemen",0,2,3,6,33.150049,70.433361,Afghanistan 
2011-03-13,"Bhaggar, South Waziristan, Pakistan",0,1,10,1,13.634341,46.711592,Afghanistan
2011-11-14,"Tapi Tool, North Waziristan, Pakistan",0,4,5,2,34.118171,70.433361,Afghanistan
2013-07-30,"Slinger, Alishing, Laghman, Afghanistan",0,6,5,2,32.956928,71.097316,Afghanistan 
2011-05-10,"Marga, Shawal, North Waziristan, Pakistan",8,8,8,6,34.08218,68.810884,Yemen
2018-09-11,"Janajal Ghondie, Kot, Nangarhar, Afghanistan",0,3,3,7,34.08218,70.433361,Pakistan
2013-02-06,"Damadola, Bajaur Agency, Pakistan",5,4,5,1,33.815206,69.357780,Afghanistan 
2018-04-11,"Ghazni, Afghanistan",0,12,8,4,34.689768,70.433361,Yemen
2015-11-14,"Nangarhar, Afghanistan",0,12,17,9,14.754630,69.885054,Pakistan
2016-05-21,"Zamazola, South Waziristan, Pakistan",0,6,11,27,13.988914,42.778436,Afghanistan
2012-03-18,"Helmand, Afghanistan",0,12,2,3,15.4747097,46.516261,Afghanistan
2013-01-04,"Paktia, Afghanistan",0,4,5,5,36.896969,70.169394,Afghanistan
2011-11-17,"Mangrooti village, Shawal valley, Datta Khel tehsil, North Waziristan, Pakistan",0,1,2,10,34.786528,45.306426,Afghanistan
2014-06-12,"Mukalla, Hadramout, Yemen",3,2,12,7,34.08218,69.955033,Afghanistan
2011-07-11,"Peshogan and Abdul Khel äó†areas, Achin, Nangarhar, Afghanistan",0,6,7,3,34.053888,43.416667,Afghanistan 
2012-05-28,"Lower Shabelle, Somalia",0,2,3,8,34.351349,69.192391,Afghanistan 
2011-07-14,"Radaa,  Bayda, Yemen",2,2,16,5,13.988914,71.026004,Yemen
2016-07-23,"Mahfed, Abyan, Yemen",20,8,2,31,13.216737,70.145580,Pakistan
2018-10-22,"Maizer, North Waziristan, Pakistan",2,2,2,12,34.014551,69.859740,Yemen
2018-09-23,"Nangarhar, Afghanistan",1,7,8,6,31.363647,69.859740,Yemen
2017-07-01,"Helmand, Afghanistan",0,6,2,10,34.171831,70.621679,Somalia
2015-01-07,"Logar, Afghanistan",0,2,4,1,31.363647,71.155620,Somalia
2013-11-01,"Kund/Kundghar village, Shawal, North Waziristan, Pakistan",0,1,15,10,36.599741,46.830127,Afghanistan
2018-09-06,"Zabul, Afghanistan",0,3,10,26,34.08218,70.908540,Afghanistan 
2018-04-06,"Kunduz, Afghanistan",0,5,2,12,32.446463,69.192391,Afghanistan
2018-03-07,"Tabbi, North Waziristan, Pakistan",0,17,16,3,32.943065,69.955033,Afghanistan
2014-03-10,"Saki, Tarin Kot, Uruzgan, Afghanistan",2,15,2,6,32.956928,70.667034,Pakistan
2011-04-03,"Dasht e Archi, Nangarhar, Afghanistan",0,9,8,4,33.706199,70.169394,Yemen
2018-09-25,"Achin, Nangarhar, Afghanistan",3,14,7,1,5.152149,70.667034,Yemen
2015-07-07,"Haska Mena, Nangarhar, Afghanistan",0,3,14,13,32.071099,70.788209,Yemen
2009-12-31,"Hawai, Lower Shabelle, Somalia",0,8,2,3,32.320237,69.955033,Pakistan
2016-08-30,"Machi Khel, North Waziristan, Pakistan",4,5,23,1,13.988914,47.446588,Pakistan
2010-09-27,"Mashwani, Bati Kot, Nangarhar, Afghanistan",0,13,5,2,32.956928,63.958611,Pakistan
2012-09-05,"Bati Kot, Nangarhar, Afghanistan",3,1,11,7,34.354216,70.169394,Afghanistan 
2017-09-15,"Zurmat, Paktia, Afghanistan",0,5,2,6,32.689844,70.667034,Afghanistan 
2016-04-05,"Nangarhar, Afghanistan",0,4,5,10,32.970019,70.621679,Afghanistan 
2010-09-04,"Radaa, Bayda, Yemen",0,3,1,1,32.191878,44.247901,Afghanistan 
2007-01-07,"Melawe, Nazyan, Nangarhar, Afghanistan",0,4,4,2,32.943065,68.417397,Afghanistan 
2016-08-11,"Kharwar, Logar, Afghanistan",0,3,2,4,34.08218,66.141526,Afghanistan 
2017-07-20,"Khost, Afghanistan",3,1,22,9,34.215777,70.775759,Afghanistan 
2018-10-03,"Mareb, Yemen",0,16,4,4,14.754630,68.238533,Pakistan
2008-10-26,"Kamar Kandaw, Haska Meena, Nangarhar, Afghanistan",0,7,2,9,32.230824,70.544342,Afghanistan 
2017-03-02,"Kunar, Afghanistan",0,10,5,3,34.6999992,70.788209,Afghanistan 
2018-10-19,"Mir Ali, North Waziristan, Pakistan",0,14,5,3,32.645780,66.141526,Somalia
2013-07-30,"Helmand, Afghanistan",0,1,7,9,32.270651,70.433361,Afghanistan 
2013-12-25,"Marib, Yemen",0,4,9,11,0.224021,44.836513,Afghanistan 
2015-06-05,"Chashma, North Waziristan, Pakistan",0,5,2,25,33.706199,45.577100,Afghanistan
2018-10-06,"Nangarhar, Afghanistan",9,10,7,4,33.150049,70.621679,Pakistan
2015-08-31,"Garyom, North Waziristan, Pakistan",2,12,1,1,32.938775,63.958611,Afghanistan 
2010-01-09,"Char Wazi area, Haska Mena, Nangarhar, Afghanistan",0,3,1,32,32.970019,45.322857,Afghanistan
2011-06-20,"Rafd, Shabwa, Yemen",0,2,3,7,36.734772,64.811083,Afghanistan
2013-11-26,"Gurguri, Deh Bala, Nangarhar, Afghanistan",2,1,6,7,34.171831,49.365314,Pakistan
2011-09-11,"Garyom, North Waziristan, Pakistan",0,5,9,6,16.930413,68.238533,Pakistan
2015-10-29,"Mohmand Dara, Nangarhar, Afghanistan",0,2,5,2,34.846589,63.958611,Somalia
2011-06-06,"Shawal, South Waziristan, Pakistan",0,4,4,3,34.352865,69.001648,Pakistan
2017-09-13,"Southern Somalia, Somalia",2,3,3,12,14.754630,45.507141,Yemen
2016-12-15,"Archi, Kunduz, Afghanistan",0,2,3,2,34.092630,70.145580,Afghanistan
2010-06-11,"Sawmaa district, Bayda, Yemen",0,18,6,20,32.943065,70.263154,Pakistan
2015-05-15,"Gumh, Puntland, Somalia",3,4,10,11,34.689768,70.667034,Afghanistan 
2018-09-19,"Seyagerd, Parwan, Afghanistan",0,4,5,6,34.263148,63.958611,Afghanistan
2018-09-16,"Nazyan, Nangarhar, Afghanistan",0,16,2,6,32.320237,71.097316,Yemen
2018-10-08,"Kunar, Afghanistan",0,2,6,8,34.354216,45.698821,Afghanistan 
2018-10-08,"Cheltan, Baraki Barak, Logar, Afghanistan",0,3,7,9,34.354216,69.859740,Yemen
2017-08-11,"Barmal, Paktika, Afghanistan",2,3,2,7,32.311872,46.199615,Yemen
2018-10-07,"Deegan, North Waziristan, Pakistan",0,2,5,43,32.613785,70.469224,Afghanistan 
2007-06-19,"Mir Ali, North Waziristan, Pakistan",3,2,10,3,32.074077,70.764423,Afghanistan 
2018-09-11,"Toorikhel, North Waziristan, Pakistan",12,2,7,2,14.325435,71.049776,Yemen
2012-05-10,"Mamand Dara and Pekha, Achin, Nangarhar, Afghanistan",0,6,4,2,34.263148,70.248273,Pakistan
2011-05-06,"Deh Bala, Nangarhar, Afghanistan",0,4,2,13,34.7,62.450415,Somalia
2018-10-18,"Musa Qala, Helmand, Afghanistan",0,1,10,5,15.470031,69.955033,Yemen
2014-11-12,"Ganki Khel, South Waziristan, Pakistan",0,11,5,3,13.357462,70.667034,Pakistan
2016-11-30,"Bokra area, Syed Karim, Paktia, Afghanistan",0,4,5,5,32.402668,46.516261,Yemen
2017-05-05,"Qandala town, Puntland, Somalia",0,4,1,6,34.171831,69.955033,Yemen
2016-08-29,"Southern Somalia, Somalia",5,9,2,3,32.946490,70.621679,Somalia
2018-02-22,"Various: Chahardahi in Bati Kot, Bandar Darah in Dur Baba, Murdai in Achin, Various: Nazyan, Bati Kot, Bandar Darah, Dur Baba, Achin, Nangarhar, Afghanistan",4,2,3,7,32.645780,69.859740,Afghanistan
2010-06-26,"Garamser, Helmand, Afghanistan",0,3,2,2,34.118171,65.737174,Pakistan
2010-10-13,"Farah, Afghanistan",0,4,10,1,34.351349,63.958611,Yemen
2015-01-15,"Mir Ali, North Waziristan, Pakistan",0,8,1,10,14.754630,64.404444,Yemen
2017-12-02,"Shogam area, Shigal, Kunar, Afghanistan",0,2,4,18,32.264538,70.407486,Pakistan
2018-10-13,"Asar Village, North Waziristan, Pakistan",0,2,14,2,31.499713,46.516261,Afghanistan
2015-10-23,"Khasaf, Jawf, Yemen",0,3,17,39,32.298231,69.859740,Afghanistan
2010-11-28,"Taparghai, South Waziristan, Pakistan",3,3,3,2,32.943065,70.621679,Afghanistan 
2012-03-30,"Shahi Khel, Shawal, North Waziristan, Pakistan",5,8,1,10,32.950410,70.433361,Afghanistan 
2014-09-24,"Sanzali, North Waziristan, Pakistan",0,12,2,14,32.967169,45.299386,Afghanistan
2018-10-16,"Bayda, Yemen",0,9,8,1,32.613785,70.667034,Somalia
2018-10-03,"Assar Madd Khel, Datta Khel, North Waziristan, Pakistan",0,5,14,7,36.932890,70.752529,Pakistan
2017-01-08,"Dre Nishter/Shawal, North Waziristan, Pakistan",0,4,5,10,32.943065,69.192391,Yemen
2017-12-19,"Gurwak, North Waziristan, Pakistan",0,1,6,4,31.363647,64.852586,Pakistan
2017-07-31,"Radaa, Bayda, Yemen",2,3,8,4,34.351349,70.0674579,Pakistan
2013-04-17,"Asori, North Waziristan, Pakistan",0,6,7,3,34.08218,69.841871,Yemen
2018-03-09,"Hadramout, Yemen",5,5,4,7,13.988914,63.958611,Afghanistan 
2010-10-08,"Sanda, Marib, Yemen",0,12,3,1,34.354216,68.868066,Pakistan
2009-01-23,"Rafadh, Shabwa, Yemen",0,7,3,1,13.634341,68.868066,Pakistan
2010-09-15,"Pekhi Kali, Achin, Nangarhar, Afghanistan",0,2,7,1,33.150049,70.121765,Somalia
2018-10-01,"Marghi, Achin, Nangarhar, Afghanistan",8,8,3,7,34.846589,70.288452,Afghanistan
2014-10-06,"New Adda, Tehsil Datta Khel, North Waziristan, Pakistan",6,27,8,4,33.150049,69.955033,Afghanistan
2016-09-22,"Helmand, Afghanistan",0,10,1,6,33.004167,69.812089,Afghanistan
2010-08-23,"Kot, Nangarhar, Afghanistan",9,1,1,9,16.790181,64.289821,Afghanistan 
2016-06-10,"Nangarhar, Afghanistan",0,1,14,2,34.08218,70.336069,Afghanistan 
2018-09-16,"Kurram Agency, Pakistan",2,8,9,26,15.949543,71.097316,Afghanistan 
2015-05-16,"Jaar, Abyan, Yemen",0,2,2,4,34.263148,70.667034,Yemen
2016-12-24,"Darga Mandi, North Waziristan, Pakistan",0,1,7,8,34.229212,65.143251,Afghanistan 
2016-02-22,"Lawder, Abyan, Yemen",0,5,10,28,32.990218,70.059245,Pakistan
2010-10-04,"Laghman, Afghanistan",0,5,2,6,14.754630,70.246785,Afghanistan 
2017-02-06,"Wadi Abida, Marib, Yemen",0,3,3,4,34.014551,68.417397,Yemen
2011-10-13,"Marib, Yemen",0,2,20,12,32.514466,63.958611,Yemen
2018-09-20,"Wazir Tangi, Khogyani, Nangarhar, Afghanistan",2,5,18,15,32.956928,70.667034,Afghanistan 
2017-10-12,"Kunar, Afghanistan",0,6,5,4,32.378567,65.737174,Afghanistan
2018-09-30,"Nazyan, Nangarhar, Afghanistan",0,3,12,2,13.879273,63.958611,Afghanistan
2015-06-03,"Mahfed, Abyan, Yemen",0,6,9,4,32.298231,42.546057,Afghanistan
2009-12-08,"Shehr, Hadhramout, Yemen",0,2,7,25,32.950410,69.509999,Afghanistan
2018-09-06,"Sararogha, South Waziristan, Pakistan",0,16,2,1,33.706199,71.026004,Afghanistan 
2017-11-12,"Lal Pura, Nangarhar, Afghanistan",0,2,1,12,32.290733,65.665856,Afghanistan 
2018-04-11,"Al Sirim area, Marib, Yemen",0,13,2,4,34.920175,69.978855,Yemen
2018-09-06,"Haska Meena, Nangarhar, Afghanistan",0,2,2,23,32.943065,65.665856,Yemen
2015-01-11,"Bayda, Yemen",0,9,2,4,34.0818099,67.966667,Pakistan
2011-01-23,"Nika, Paktika, Afghanistan",0,5,3,9,32.970019,68.238533,Afghanistan 
2012-01-23,"Kharko area, Garamser, Helmand, Afghanistan",0,2,4,10,34.171831,46.199615,Afghanistan
2011-05-23,"Damadola, Bajaur Agency, Pakistan",2,6,3,1,33.999937,45.306426,Afghanistan
2016-04-30,"Helmand, Afghanistan",0,6,17,29,2.482519,70.469224,Somalia
2007-06-01,"Bayda, Yemen",2,31,12,1,32.943065,70.621679,Afghanistan
2016-06-28,"Tortoroow, Lower Shabelle, Somalia",0,5,15,4,34.963097,46.914966,Afghanistan
2016-08-30,"Mukalla, Hadramout, Yemen",0,8,8,2,33.150049,70.621679,Pakistan
2017-07-01,"Bermal, Paktika, Afghanistan",0,5,5,19,34.981057,69.430782,Afghanistan 
2017-09-21,"Ghazni, Afghanistan",0,10,3,7,33.150049,48.636381,Afghanistan 
2018-10-22,"Wardak, Afghanistan",1,1,4,1,15.369026,70.788209,Somalia
2012-06-11,"Helmand, Afghanistan",0,2,15,11,14.6464749,64.905954,Afghanistan
2018-10-12,"Nangarhar, Afghanistan",2,1,1,12,34.351349,68.868066,Pakistan
2010-11-03,"Datta Khel, North Waziristan, Pakistan",2,2,8,14,32.311872,70.667034,Afghanistan
2018-09-26,"Kandahar, Afghanistan",0,15,10,2,34.263148,63.958611,Somalia
2016-05-18,"Ghazi Abad, Kunar, Afghanistan",0,3,3,11,31.363647,69.621456,Afghanistan
2012-05-17,"Khaisoori, North Waziristan, Pakistan",0,13,3,8,1.642951,69.383107,Afghanistan
2018-02-04,"Miram Shah, North Waziristan, Pakistan",0,14,16,2,32.446463,46.516261,Yemen
2016-09-24,"Ahwar, Abyan, Yemen",0,1,10,11,33.098257,70.433361,Yemen
2011-11-03,"Radaa area, Bayda, Yemen",0,2,3,11,34.08218,69.859740,Afghanistan 
2018-10-21,"Makeen, South Waziristan, Pakistan",0,8,3,8,34.846589,69.192391,Afghanistan
2013-11-29,"Datta Khel, North Waziristan, Pakistan",0,20,13,7,13.216737,70.621679,Yemen
2015-09-08,"Madin Village, South Waziristan, Pakistan",0,4,10,6,32.954822,62.145413,Afghanistan
2012-06-15,"Abyan, Yemen",0,2,1,13,5.152149,69.859740,Afghanistan
2018-11-21,"Shabwa, Yemen",5,6,5,5,32.943065,45.306426,Somalia
2010-09-08,"Lawder, Abyan, Yemen",0,4,5,9,1.116195,68.238533,Yemen
2015-09-12,"Zuwai, North Waziristan, Pakistan",0,5,9,3,34.171831,69.955033,Pakistan
2011-07-06,"Logar, Afghanistan",0,8,14,13,32.943065,42.778436,Pakistan
2015-06-20,"Azam Warsak, South Waziristan, Pakistan",0,5,18,7,5.152149,70.469224,Afghanistan 
2018-10-17,"Land Char Khel, Tehsil Datta Khel, North Waziristan, Pakistan",0,2,3,19,34.08218,69.978855,Afghanistan
2009-04-08,"Tappi, North Waziristan, Pakistan",0,3,7,2,14.926530,69.212677,Yemen
2017-10-04,"Sayed Karam, Paktia, Afghanistan",4,7,7,13,32.446463,70.954680,Afghanistan
2011-06-06,"Tal, Hangu District, Khyber Pakhtunkhwa province, Pakistan",0,16,7,5,4.655952,45.322857,Yemen
2016-06-21,"Achin, Nangarhar, Afghanistan",4,5,1,3,33.150049,71.026004,Afghanistan
2018-02-22,"Helmand, Afghanistan",0,2,8,12,36.728590,70.621679,Afghanistan
2007-01-16,"Datta Khel, North Waziristan, Pakistan",0,12,6,2,32.984041,70.7412452,Afghanistan 
2009-02-16,"Jalar Zakar Khel, Mir Ali, North Waziristan, Pakistan",0,1,3,2,32.434829,70.145580,Pakistan
2014-06-11,"Kandahar, Afghanistan",1,1,3,30,34.08218,45.577100,Somalia
2018-10-07,"Waldena, Somalia",0,6,6,2,13.988914,70.248273,Yemen
2016-09-22,"Dar es Salam village, Lower Shabelle, Somalia",0,3,6,7,34.118171,47.446588,Pakistan
2016-09-28,"Nangarhar, Afghanistan",0,3,13,9,32.943065,70.169394,Afghanistan
2010-01-29,"Jeezat al Qotn, Moudia district, Abyan, Yemen",2,3,3,1,36.079561,70.043242,Afghanistan 
2018-02-16,"Ghuz Ghari village, Kurram Agency, Pakistan",5,7,9,13,31.658611,69.955033,Pakistan
2011-03-13,"Mamandara area, Achin, Nangarhar, Afghanistan",0,18,7,7,33.468564,69.859740,Yemen
2018-10-11,"Laghman, Afghanistan",2,1,31,3,33.706199,68.417397,Pakistan
2008-03-03,"Angor Adda, South Waziristan, Pakistan",2,5,1,7,14.754630,65.737174,Afghanistan
2018-09-21,"Wadi Abida, Marib, Yemen",0,4,7,1,32.943065,46.516261,Afghanistan 
2015-09-08,"Zuwai, North Waziristan, Pakistan",0,4,9,13,32.943065,69.841871,Afghanistan 
2018-10-15,"Wadi Abida, Marib, Yemen",0,8,4,3,34.328976,65.665856,Pakistan
2011-09-21,"Kapisa, Afghanistan",0,3,4,5,32.613785,69.383107,Afghanistan
2017-09-07,"Khand Morsak, South Waziristan, Pakistan",0,11,2,3,33.545058,64.905954,Afghanistan 
2013-07-30,"Marib/Al Jawf, Yemen",0,4,10,13,34.171831,66.141526,Afghanistan 
2017-01-20,"Jaar, Abyan, Yemen",2,6,5,6,32.943065,68.868066,Yemen
2011-07-27,"Sayoun, Hadramout, Yemen",0,5,7,1,5.152149,68.868066,Afghanistan
2013-01-01,"Marib, Yemen",2,9,3,10,14.061619,45.299386,Yemen
2009-07-03,"Wardak, Afghanistan",0,2,2,2,32.320237,70.621679,Yemen
2010-10-15,"Slinger, Alishing, Laghman, Afghanistan",0,6,6,9,34.171831,45.388639,Afghanistan 
2008-11-22,"Assar Madd Khel, Datta Khel, North Waziristan, Pakistan",3,7,15,5,32.956928,69.287753,Yemen
2008-10-03,"Khadar Khel, North Waziristan, Pakistan",0,2,18,2,32.715659,68.863499,Afghanistan 
2017-03-19,"Paktia, Afghanistan",0,10,10,4,34.351349,64.852586,Yemen
2017-02-23,"Shaktoi, North Waziristan, Pakistan",2,7,2,6,14.754630,70.433361,Afghanistan
2012-03-11,"Moudia, Abyan, Yemen",2,11,10,7,34.171831,44.247901,Pakistan
2018-10-04,"Lawder and Jaar, Abyan, Yemen",0,2,5,13,32.191878,64.114227,Yemen
2016-01-19,"Machi Khel, North Waziristan, Pakistan",0,5,18,4,32.970019,71.127398,Afghanistan
2018-10-14,"Barawe, Lower Shabelle, Somalia",0,4,1,2,15.921257,46.516261,Afghanistan 
2018-09-24,"Amber, Qaghayio, Laghman, Afghanistan",3,6,13,2,32.943065,69.383107,Pakistan
2017-07-20,"Shaktoi, North Waziristan, Pakistan",0,2,10,2,32.715659,70.667034,Pakistan
2018-10-24,"Mir Ali, North Waziristan, Pakistan",0,4,13,21,15.470031,70.246785,Afghanistan
2015-03-24,"Pobar, Tehsil Ladha, South Waziristan, Pakistan",0,17,4,2,2.047318,70.621679,Pakistan
2018-09-15,"Ghazni, Afghanistan",4,16,5,2,33.559103,46.199615,Somalia
2017-07-20,"Shaqra, Abyan, Yemen",0,3,2,11,32.927128,69.508247,Pakistan
2015-07-15,"Dara I Pech, Kunar, Afghanistan",3,11,2,7,32.613785,69.782305,Afghanistan 
2010-11-28,"Khwargai, Kot, Nangarhar, Afghanistan",0,3,4,2,32.298231,69.859740,Pakistan
2016-06-14,"Southern Somalia, Somalia",9,11,2,7,32.943065,63.958611,Somalia
2016-04-30,"Korzai, South Waziristan, Pakistan",0,6,17,11,33.969092,70.621679,Afghanistan
2018-09-07,"Laghman, Afghanistan",0,8,7,24,32.320237,70.145580,Somalia
2016-04-25,"Dabila, Mohmand Dara, Nangarhar, Afghanistan",0,25,3,15,14.061619,69.554179,Pakistan
2018-05-24,"Marjah, Helmand, Afghanistan",0,5,4,2,34.328976,71.524915,Yemen
2016-06-15,"Logar, Afghanistan",0,7,4,6,5.152149,69.955033,Yemen
2012-08-24,"Norak, North Waziristan, Pakistan",1,6,9,4,31.363647,64.212898,Yemen
2013-01-23,"Pekhar Khor area and Nari Oba area, Achin and Haska Mena, Nangarhar, Afghanistan",0,2,2,19,13.6077214,49.365314,Yemen
2008-08-20,"Kandahar, Afghanistan",0,4,6,6,32.613785,63.958611,Afghanistan
2016-06-14,"Tortoroow, Somalia",2,2,4,6,14.325435,70.667034,Afghanistan 
2016-07-13,"Darga Mandi, North Waziristan, Pakistan",0,4,6,7,0.783333,71.155620,Yemen
2015-03-25,"Parwan, Afghanistan",0,13,4,4,33.150049,70.433361,Afghanistan
2018-09-12,"Southern Somalia, Somalia",0,5,3,16,34.171831,70.954680,Pakistan
2015-07-14,"Kunar, Afghanistan",3,2,15,4,34.846589,69.955033,Afghanistan
2008-11-27,"Nangarhar, Afghanistan",5,8,1,4,32.970019,63.958611,Somalia
2010-07-15,"Karadeef, Zinjibar, Abyan, Yemen",0,5,26,3,2.047318,70.433361,Somalia
2009-08-05,"Nangarhar, Afghanistan",0,6,2,2,35.167133,70.621679,Afghanistan 
2013-07-28,"Abyan, Yemen",0,8,4,2,13.135021,69.955033,Afghanistan 
2018-09-12,"Narsi Khel, South Waziristan, Pakistan",0,6,5,5,5.152149,69.859740,Pakistan
2016-08-31,"Kandahar, Afghanistan",0,2,4,10,5.152149,46.386467,Afghanistan 
2016-01-22,"Narsi Khel, South Waziristan, Pakistan",0,4,5,16,13.6077214,70.954680,Afghanistan 
2017-09-30,"Garamser, Helmand, Afghanistan",0,8,4,5,32.954822,45.322857,Yemen
2016-09-28,"Khand Morsak, South Waziristan, Pakistan",1,2,5,8,31.363647,69.597624,Pakistan
2014-04-21,"Mahfed, Abyan, Yemen",2,9,28,8,36.734772,45.467465,Afghanistan 
2018-09-09,"Kot, Nangarhar, Afghanistan",0,10,19,17,34.08218,70.246785,Afghanistan
2018-09-27,"Momand, Achin, Nangarhar, Afghanistan",0,2,4,23,34.263148,69.383107,Pakistan
2015-01-03,"Saidgai, North Waziristan, Pakistan",0,4,8,1,34.171831,47.446588,Pakistan
2018-03-09,"Sayedabad, Maidan Wardak, Afghanistan",0,5,1,3,34.689768,70.248273,Somalia
2016-06-21,"Zinjibar, Abyan, Yemen",3,2,18,5,15.552727,68.868066,Pakistan
2018-09-10,"Khab Wal Saaf, Jawf, Yemen",0,1,1,3,32.071099,69.287753,Pakistan
2015-09-30,"Laghman, Afghanistan",0,3,29,2,14.061619,70.433361,Somalia
2017-05-31,"Musa Qala, Helmand, Afghanistan",0,7,15,19,34.171831,48.483723,Yemen
2018-09-22,"Mir Ali, North Waziristan, Pakistan",4,10,1,1,32.613785,66.141526,Afghanistan 
2018-10-10,"Moudia, Abyan, Yemen",0,3,2,14,15.470031,63.958611,Somalia
2016-01-16,"Hayo, Somalia",2,5,5,12,14.754630,69.428547,Afghanistan
2011-10-05,"Chashma Nala, Birmal, South Waziristan, Pakistan",0,6,3,6,14.061619,68.238533,Somalia
